Sentence,Emotion,score
"dume , em tao mà bị thế này thì tao xiên mỗi đứa một nhát , đi tù cũng được",Anger,4
đơn giản là thấy họ cười 😂😂,Enjoyment,0
per 😂😂😂 còn nhớ không ???,Enjoyment,0
hay lắm em êiiii,Enjoyment,0
t nói tao bị ngỗng dí đúng sáng sớm bọn bạn cười tao . 😂 còn bồ tao thấy tao bị dí đứng cười 😪,Disgust,3
nhớ lại kỷ niệm này buồn quá,Sadness,2
"thì rõ ràng là bịa mà , cơ bản để cảnh tỉnh suy nghĩ của con người hiện nay thôi bạn",Disgust,3
"lúc trước ông với bà tao cũng thế , bây giờ thì ông bỏ bà đi trước rồi .",Sadness,2
tao mừng quá vì tao biết chắc chắn hôm nay crush của tao không bị thịt . ahihi .,Enjoyment,0
xót thì mang về mà dạy đi . xưa đi học suốt ngày bị quỳ chép bài trên bục giảng chả sao giờ thì sểnh ra 1 tỵ là kiện tụng . đừng có lạm dụng mxh mà lên án người khác .,Disgust,3
hôm qua xem cười lộn ruột,Enjoyment,0
buồn là cái gì mày,Other,0
tao ám ảnh việc lau sàn,Fear,1
mong ông bà được nhiu sức khỏe,Enjoyment,0
có con gái thật tuyệt ! 😍,Enjoyment,0
nhìn vậy thôi mày bóc tách múi ra là bình thường ngay mà,Other,0
giống chuyện của chúng mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh phúc khi có anh luôn bên cạnh ??,Enjoyment,0
xem xong rồi mà có cảm thấy gì đâu ??,Other,0
xấu còn đóng vai mất dạy,Disgust,3
bọn lừa đảo,Anger,4
buồn quá buồn,Sadness,2
tuy dáng đứng có hơi lỏng lẻo nhưng những đường quyền của ông này thật như lol,Disgust,3
nếu lái xe là dân đen thì thế nào chú . có dám đậu ở đóa không,Other,0
khi đủ trưởng thành và kinh tế . cơ mà nhỡ bác sĩ bảo cưới thì cũng phải cưới thôi 😂,Enjoyment,0
cho nghe lại cái khúc đó đi anh hai à :v,Other,0
ông thần tài cũng không dám ăn luôn,Fear,1
buồn cho số phận 😢,Sadness,2
nhà tao nhận coi giữ xe nha :3,Enjoyment,0
may cho mày con nhà gia đình khá . chứ nghèo như tao khổ rồi .??,Other,0
mới thấy bài này trên phòng trọ đn nữa này . bạn ơi mình cùng thành phố này :v,Enjoyment,0
cục súc vậy ai chơi,Disgust,3
"bọn nó nhỏ mà đã có người yêu , còn tao thì ế :((",Sadness,2
cần địa chỉ để đặt một bạn người yêu có chiều cao như anh thứ 3,Other,0
"hồi nhỏ đi ngang nhà hàng xóm con quỷ này dí tao từ ngoài đường vô tới trong nhà tao nó vẫn không tha , ba mẹ tao nghe tao la chạy ra chụp cổ nó quăng ra sân nó mới chịu đi . ám ảnh tuổi thơ 😅😅😅",Fear,1
chuyển từ thất tình sang muốn chết vì quá chán :((,Sadness,2
cái cuối phê vãi,Enjoyment,0
"giá trị lịch sử văn hoá gần nghìn năm đã mất đi rồi :((""",Sadness,2
ý bảo mày treo cao vãi đấy . hạ tiêu chuẩn thấp chút bằng cách ngồi xa sóng ra đi tml .,Disgust,3
năm nào cũng mua 2 cái đăng ảnh sống ảo xong cất ăn chống đói dần dần :),Enjoyment,0
tao cute mà các mày,Enjoyment,0
có tiền chưa chắc đã ngọt nhưng nếu không có tiền chắc chắn là đắng .,Sadness,2
ơ ̉ viê ̣ tao nam sao được như vâ ̣ y,Other,0
tủi hổ với bản thân ghê khi tao vẽ người mà mẹ tao hỏi : hóa ra đây là hình dạng thực của quỷ sao ?😑,Sadness,2
đkmm xuống đáy biển mà viết luôn đi thằng lồn =)),Anger,4
đồ khùng cơm đâu có mắc đâu mà phải làm vậy .,Disgust,3
haha tao trúng số thật này,Surprise,0
"ủa tại sao không nghỉ việc luôn đi , hay lương tâm không còn chữ đức nữa",Anger,4
lấy củi chứ bao nhiêu rơm cho đủ,Other,0
per không biết còn nhớ tên tao không nữa 😑,Sadness,2
viết tay phải mẹ mày đi . đụ mẹ mày :)),Anger,4
chuẩn bị hết ế :)),Enjoyment,0
"cả 2 bà đều mất khi mình nhỏ , không hưởng thụ cảm giác này rồi",Sadness,2
"và mày chỉ cần lùi về sau , như ít quan tâm và nhắn tin lại mày sẻ cua được crush 😎😎",Enjoyment,0
bạn có bố thật hạnh phúc,Enjoyment,0
ý thức 😂,Other,0
"dume mày là con gái đó , còn tao thì :dume mày có xuống không thì bảo",Anger,4
per trung thu chia tay gấu à ? bất hạnh nhỉ,Sadness,2
bông hoa nhài cắm bãi cứt trâu :)),Disgust,3
oimeoi tao thấy được tao ngày xưa đây rồi =))))),Enjoyment,0
t không nghiện trà nên tao thấy bình thường mà,Other,0
cắt . cảm ơn đoạn giả dối kia đã giúp các bạn trẻ có thêm niềm tin về 1 tình yêu đẹp 🤣🤣 riêng tao đéo tin nhé,Disgust,3
hahahaha tao mắc cười ghê . nhớ cái hôm sinh nhật tao ghê . chắc mấy mẹ ở guru cũng rủa dữ lắm hahaha per,Enjoyment,0
chuẩn 😏😏😏,Enjoyment,0
một mình tao ăn hết 1 nồi lẩu từ lúc tối 😭,Sadness,2
dm chúng mày bị bệnh à kiện chết con mẹ mấy thằng ấu dâm bệnh hoạn này đi,Anger,4
con trai giờ mất giá v luôn hã mấy chế :))),Disgust,3
per kỷ niệm nè !!!,Enjoyment,0
per nếu bạn chưa có việc làm :v,Other,0
có 1 đứa hợp tác vậy là cũg quý hoá quá rồi,Enjoyment,0
dume nhát ma vậy ai coi,Disgust,3
chiến lược kinh doanh của người nhật thật đang suy nghĩ,Other,0
quả váy màu hường nam tính .,Other,0
"ngồi xa ra đụ mẹ mày :""))",Anger,4
😐😐 phê hơn lá chuối,Enjoyment,0
per phá gia chi tử chính nó ????,Anger,4
tuổi trẻ tài cao là đây,Enjoyment,0
nhìn móng tay bác này mà tao thèm lòng chó quá per,Enjoyment,0
thật là đáng sợ,Fear,1
"hiện tại mình cũng muốn kết hôn lắm . ngặt nỗi hai gia đình ngăn cản giữ dội , phản đối kịch liệt chuyện hai bọn mình đến với nhau :( nhất là chồng cô ý",Sadness,2
đó là khi anh per cưới vợ đó 🤣,Sadness,2
vui tính quá ?? vừa kết bạn xong ??,Enjoyment,0
😑 con trai chỉ thích gái lùn thôi . tao biết mà . nhưng cô gái cao như tao đi cạnh sẽ giống 2 thằng đàn ông lắm,Disgust,3
"cấm dừng đỗ thì bạn gọi công an phường , post lên đây làm gì",Disgust,3
coi như giải thích rồi nhé,Other,0
ngôi nhà bên dòng sông rõ đẹp . tiếc là sông toàn rác,Disgust,3
"nói chứ uống đi , 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu .",Enjoyment,0
đứt quả chuối trong mồm . đéo dám nghĩ kết quả lun,Fear,1
mới đi nhổ răng số 8 và chụp 😞,Sadness,2
nghe ức chế vãi lồn nhỉ . dume mẹ bọn con trai,Anger,4
sự thất bại của giáo dục,Disgust,3
cưng thế =)),Enjoyment,0
bóng đá thể thao mà làm mấy cái thể loại băng ron khích tướng vãi .,Disgust,3
ui nghe ấm thế,Enjoyment,0
hồi sinh viên mình dùng cái này đó,Other,0
sao mình gặp toàn thằng mất dạy hay bắt nạt mình nhỉ ? tuổi thơ bất hạnh :),Sadness,2
có gì mà vinh quang một bàn tay bị tật,Disgust,3
"thiệt tình chỉ thấy gớm thôi , chớ chẳng hay ho gì .",Disgust,3
nicholas liang nhà xài cái này phải không ?,Surprise,0
câu chyện cổ tích thật ý nghĩa 😂😂,Enjoyment,0
per năm nay 2 đứa quyết định ngồi hay đứng kkk,Enjoyment,0
chúng mày nhục thế đéo dám công khai ảnh của chúng mày đi,Disgust,3
tội thằng per vãi,Sadness,2
huhu lần trước đi chụp răng . thằng kĩ thuật viện cho bạn vào cái máy to đùng xong nó bảo ngồi im . nó bật máy xong chạy ra ngoài đóng cửa với tốc độ ánh sáng .,Sadness,2
mai đi bán miếng năng lượng thôi 😂,Other,0
cái khó ló cái khôn :))),Enjoyment,0
per nó tấn công tao với mày đó,Other,0
hồi nhỏ tao đi bệnh viện chỉnh hình về kể mọi người là có ông kia ho gãy xương sườn đéo ai tin cả ??,Other,0
vợ với con chả được tích sự gì ! toàn làm hết hồn ??,Anger,4
quả váy hồng truất vãi_chưởng,Surprise,0
"đù . tròn ung ủng , chân tay ngẵn cũn như tao nhảy sao",Sadness,2
k nuôi thì cho người muốn nuôi đi chứ để em nó bọ ve tùm lum sót quá ????,Sadness,2
vẫn xinh phết nhỉ ??,Surprise,0
và ông đã có nỗi buồn mới thay vì buồn thất tình,Sadness,2
per kết truyện chất ghê :)))))),Enjoyment,0
"rớt mũ trước , sau là rớt đầu . con với cái mắc dại thiệc 😂",Disgust,3
"hôm bữa đi ngang qua , thấy hết con mẹ nó hồn",Fear,1
vl thánh nào ghép nhạc lầy vãi,Other,0
per tao với mày làm chung thì sao nhể 🤗🤗🤗,Other,0
hay lắm . thằng anh giúp 2e thêm yêu lao động,Enjoyment,0
bao giờ lại chiếu ạ,Other,0
anh ơi đây này per,Other,0
cho nó ăn rau má đi,Other,0
mong manh dể vở 😂😂,Sadness,2
về vườn rồi sớm quá,Other,0
thanh niên co ́ em hoan hy ̉ qua ́ :))),Enjoyment,0
có ai thừa biết nó sẽ nhảy vào điện thoại nhưng cuối cùng là vẫn giật mình không 🤣,Enjoyment,0
ranh con mà láo toét . xem đến đoạn này mà phát bực,Anger,4
nó đang lợi dụng mày,Disgust,3
k bă ̀ người 1 con cho ́ anh =))))),Disgust,3
lũ kiến ở nhà mày thích vậy .,Enjoyment,0
per tập gym xong để đi nhảy thế này à 😂😂😂,Other,0
per năm sau nhớ lấy gối ra quỳ luôn ha 🤣🤣🤣,Enjoyment,0
vn nó là vậy,Other,0
đây là video hay và ý nghĩa 😊,Enjoyment,0
đcm hả hê cái lol gì chuyện này cơ chứ,Anger,4
hài bựa nó vẫn hay hơn bọn cố tỏ ra chảnh trong khi như lol :)),Disgust,3
không có đạo đức nghề nghiệp rồi :))),Disgust,3
"ngày ngày đều nhìn qua cửa sổ chờ nó đi học ngang qua , nhìn sau lưng thôi cũng đủ vui rồi hhhhhhhhhhhhhhhhhhhhhhh",Enjoyment,0
nhìn vừa tội vừa thương ????,Sadness,2
con bé xinh thế,Enjoyment,0
cho tao hỏi tình hình bà mẹ thế nào rồi 😂🤣,Other,0
chúc bạn có một ngày vui vẻ 😳,Enjoyment,0
mấy con lồn này lắm nữa 🙂,Anger,4
xong là phê lắm mày,Enjoyment,0
"nhiều người nói con này giả ngu câu thích , nhưng xem lại nhiều lần thấy nó ngu thiệt chứ không phải giả bộ",Disgust,3
tâm sự không đúng người ngoài việc họ cười vào mặt bạn,Fear,1
đậu xe kiểu vô văn hoá .,Disgust,3
kể cả là câu chuyện không có thật thì nó vẫn là một lời nhắc . sân si cái đầu buồi à .,Disgust,3
boss có bộ đồ ngủ đĩ thõa ghê gớm 😅,Enjoyment,0
tao ghét nhất mấy mẹ ngoài bắc cứ ỉ lớn tuổi hơn là có quyền chửi người khác là láo toét trong khi mình nói chuyện như l đcm gặp tao tao rút chìa khoá xe của mụ ném ra thật xa cho đi nhặt xem lúc đó gọi con bả kiểu gì . moá lắm lúc không muốn tạo nghiệp mà gặp mấy con mẹ già mất nết này điên thật chớ,Disgust,3
tự hào ngồi mâm dưới,Enjoyment,0
ôi vãi mình lên fan cứng rồi cơ 🤗,Enjoyment,0
dù ra sao vẫn giữ nụ cười và sự tự tin,Enjoyment,0
quảng cáo đéo gì tao thấy đáng sợ vãi .,Anger,4
lêu lêu đồ con nuôi,Disgust,3
này gọi là theo kịp thời đại :)))),Enjoyment,0
ụa cho fa đọc chi rựa huhu,Sadness,2
êu ơi mỏng manh thế ??,Other,0
rất hợp lí,Enjoyment,0
bộ phim hấp dẫn quá,Surprise,0
dume s giống suy nghĩ tao thế nhỉ :))) hihi,Surprise,0
còn tệ hơn năm ngoái,Sadness,2
nụ cười của crush kích thích vãi :)))))),Enjoyment,0
cười vãi :)),Enjoyment,0
ôi đáng yêu quá . đến bao giờ người đàn ông như thế nào mới xuất hiện trong cuộc đời tôi đây,Enjoyment,0
đâu nhất thiết mỗi cầu đường hả bạn ?,Other,0
dẹp . đéo lưu luyến .,Anger,4
"và bức tường , khung lan can , cây cối y nguyên sau ngần ấy năm ư ? 😜",Surprise,0
"địt mẹ , mình làm khách sạn , lúc vào check phòng kinh vãi lôz . ai họ có ý thức thì không nói , chứ đôi nào mà ...... thì thôi hôm đấy cô dọn phòng xác con mẹ nó định",Anger,4
đỗ góc cua như này thì khuất tầm nhìn quá . chs bênh,Disgust,3
"hồi lúc tao ăn lạp xưởng mắc xương , nói mà cũng đéo ai tin . tao hiểu cảm giác của mày lắm ?",Enjoyment,0
tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣,Enjoyment,0
"quỷ cái chứ ma đâu mà ma , haha",Enjoyment,0
là khi gặp nhau mọi suy nghĩ buồn bực trước đó nhường chỗ cho cậu :)),Enjoyment,0
"tao đã từng bị , gào thét không 1 ai quan tâm . 1 lũ hơn chục thằng con trai đến bây giờ nhìn mặt lại từng thằng tao vẫn căm . hôm đó tao xuýt chết đuối đmm lũ lol nghiệt súc ấy vẫn chưa bị quả báo",Anger,4
"giận lại làm gì , cứ để cho anh yêu thời gian thoải mái . khi nào thấy ổn sẽ tự động xuất hiện còn không xuất hiện nữa thì tự hiểu = ))",Other,0
"đến giờ , em vẫn đang đợi anh , người sẽ đúng và thời điểm sẽ đúng",Enjoyment,0
bài mà từng nghe khi tổn thương lần đầu,Sadness,2
per huhu mất đi đồng nghiệp 😭,Sadness,2
độc nhất vô nhị . kkkk,Enjoyment,0
ác vãi,Disgust,3
"nếu không có câu "" per cổ tích per , tao sẽ vả thằng add vỡ mồm ....",Disgust,3
ra đường không cầm theo đá phong thủy rồi,Other,0
cũng muốn có những hành động đáng yêu nv,Other,0
per nói bao nhiêu lần cũng không thấy đủ ... em yêu anh,Enjoyment,0
không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt đẹp,Disgust,3
chuẩn rồi bác . :)))),Enjoyment,0
bẩn quá,Disgust,3
rất vui mừng khi ông ấy rời việt nam an toàn tuyệt đối ....,Enjoyment,0
"lại 1 đứa nghĩ trump chỉ làm trò , haizz",Disgust,3
tưởng tao sợ ư từ cái lần mày dọa rắn tao và tao rơi điện thoại cuối cùng vỡ màn hình là tao đéo sợ nữa nhớ,Enjoyment,0
nhìn quả pin ngứa mắt vãi,Disgust,3
chắc đây là chuyện không có thật thôi . mình đọc qua cũng biết chắc chắn không thể là chữ trẻ con được,Other,0
tao cũng đang là con ghẻ của tạo hoá,Sadness,2
không cho giáo viên cái quyền gì thì lấy gì mà dạy nhất là thời buổi lố lăng như bây giờ ... nó quỳ lúc nhỏ khi nó sai còn sửa được đợi lớn lên thì bố mẹ quỳ nhìn nó vào nhà đá,Anger,4
tuy truong hop thôi cha me tao ra ma không thuong doi su te thi lam sao con no thuong lai thôi xua khac gio khac cu so sanh voi thôi co dai chan,Other,0
"mình từng chứng kiến trong lúc khám bệnh , con nói chuyện mẹ mà như bà nói chuyện với cháu .",Other,0
cách anh ấy chạy thật là đàng ông quá đi mà 😂😂,Enjoyment,0
nhìn quả mặt nó làm tao thoả mãn vãi,Enjoyment,0
cười đau ruột 🤣🤣🤣,Enjoyment,0
sắp có thực đơn món mới 😍,Enjoyment,0
ráng ăn cho nhìu vô ỉa cục cức dài hơn móng tay ổng luôn kk,Enjoyment,0
hihi : chúc mừng đại kỷ nguyên có lắm người yêu,Enjoyment,0
mình nghĩ không nên công khai đâu dù gì họ đã biết sai giờ công khai ra chẳng khác nào khiến tâm lý của họ suy sụp hơn,Other,0
